"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
58,"Male",61,"Independent","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Strongly Disagree","Somewhat Agree",7,"Yes","About Right","TRUE","Wise and Unhappy"
109,"Female",66,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Unwise and happy"
107,"Male",63,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",700,"No","Too Low","FALSE","Wise and Unhappy"
101,"Female",62,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",4,"Yes","Too Low","FALSE","Wise and Unhappy"
103,"Female",60,"Independent","Strongly Approve","High school","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",50,"Yes","Too Low","TRUE","Unwise and happy"
147,"Male",21,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",17,"No","Too Low","FALSE","Unwise and happy"
57,"Female",61,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",5,"Somewhat Agree","Strongly Agree",15,"Yes","Too Low","TRUE","Wise and Unhappy"
142,"Female",72,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","TRUE","Wise and Unhappy"
80,"Female",28,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",5,"Strongly Agree","Strongly Agree",15,"Yes","Too Low","FALSE","Unwise and happy"
169,"Male",29,"Independent","Somewhat disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",2,"No","About Right","FALSE","Unwise and happy"
100,"Male",33,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","TRUE","Wise and Unhappy"
163,"Female",32,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",7,"Yes","Too Low","TRUE","Unwise and happy"
47,"Female",51,"Independent","Somewhat Approve","High school","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Somewhat Disagree",0,"No","Too Low","TRUE","Unwise and happy"
47,"Male",41,"Independent","Strongly Approve","High school","Unlikely","Not Real At All",4,"Strongly Disagree","Strongly Disagree",0,"Yes","About Right","FALSE","Unwise and happy"
54,"Male",59,"Republican","Strongly Approve","High school","Unlikely","Not Real At All",0,"Neither Agree nor Disagree","Strongly Agree",1,"No","Too High","TRUE","Unwise and happy"
100,"Male",70,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",1,"Somewhat Disagree","Strongly Agree",5,"Yes","About Right","FALSE","Wise and Unhappy"
72,"Female",65,"Independent","Strongly Approve","Graduate degree","Likely","Not Real At All",2,"Somewhat Agree","Strongly Agree",9,"Yes","Too Low","TRUE","Wise and Unhappy"
48,"Female",60,"Independent","Strongly Approve","Some college","Likely","Not Real At All",2,"Somewhat Disagree","Strongly Disagree",14,"Yes","Too High","FALSE","Unwise and happy"
47,"Male",32,"Independent","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",5,"Strongly Disagree","Strongly Agree",5,"Yes","Too Low","TRUE","Wise and Unhappy"
94,"Male",36,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
20,"Other",60,"Independent","Strongly Approve","Other","Likely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",0,"Yes","About Right","TRUE","Unwise and happy"
91,"Female",61,"Democrat","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"Yes","About Right","FALSE","Wise and Unhappy"
74,"Male",23,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",4,"Strongly Agree","Somewhat Disagree",70,"Yes","Too Low","TRUE","Unwise and happy"
79,"Female",55,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Disagree","Somewhat Disagree",3,"Yes","Too High","FALSE","Unwise and happy"
44,"Female",58,"Democrat","Somewhat Approve","Some college","Unlikely","Real and Caused by People",4,"Somewhat Agree","Somewhat Agree",20,"Yes","About Right","TRUE","Unwise and happy"
101,"Male",24,"Republican","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Somewhat Agree","Somewhat Disagree",5,"No","About Right","FALSE","Wise and Unhappy"
79,"Female",34,"Independent","Strongly disapprove","College degree","Unlikely","Not Real At All",1,"Somewhat Disagree","Strongly Agree",3,"Yes","Too Low","TRUE","Unwise and happy"
136,"Female",77,"Independent","Strongly Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Disagree",2,"No","Too Low","TRUE","Unwise and happy"
140,"Male",36,"Independent","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Somewhat Disagree",5,"Yes","Too Low","FALSE","Wise and Unhappy"
81,"Male",19,"Republican","Strongly Approve","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"Yes","About Right","FALSE","Wise and Unhappy"
79,"Female",54,"Democrat","Strongly Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",5,"Yes","Too Low","TRUE","Unwise and happy"
13,"Female",23,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",5,"Somewhat Agree","Somewhat Agree",30,"Yes","Too Low","TRUE","Unwise and happy"
114,"Female",19,"Independent","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",7,"Yes","Too High","TRUE","Unwise and happy"
82,"Male",67,"Independent","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Agree",0,"No","Too Low","FALSE","Unwise and happy"
39,"Female",38,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Somewhat Agree",12,"No","Too Low","FALSE","Wise and Unhappy"
79,"Female",99,"Democrat","Strongly Approve","College degree","Unlikely","Not Real At All",4,"Somewhat Agree","Strongly Disagree",25,"No","Too Low","FALSE","Wise and Unhappy"
98,"Male",25,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",23,"No","Too Low","FALSE","Wise and Unhappy"
97,"Female",42,"Republican","Strongly Approve","College degree","Unlikely","Real and Caused by People",3,"Somewhat Disagree","Strongly Disagree",6,"Yes","Too Low","TRUE","Wise and Unhappy"
140,"Female",71,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",13,"No","Too Low","FALSE","Wise and Unhappy"
126,"Male",48,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",1,"No","Too Low","TRUE","Wise and Unhappy"
69,"Male",62,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",4,"No","Too High","TRUE","Wise and Unhappy"
48,"Other",82,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",3,"Strongly Agree","Somewhat Agree",1,"Yes","About Right","TRUE","Wise and Unhappy"
126,"Other",26,"Independent","Strongly Approve","Graduate degree","Likely","Not Real At All",5,"Somewhat Agree","Neither Agree nor Disagree",55,"Yes","Too Low","FALSE","Wise and Unhappy"
79,"Female",65,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",70,"Yes","Too Low","FALSE","Wise and Unhappy"
92,"Male",58,"Independent","Neither approve nor disapprove","Graduate degree","Unlikely","Not Real At All",0,"Strongly Agree","Strongly Disagree",12,"No","About Right","FALSE","Wise and Unhappy"
65,"Male",72,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",2,"No","Too Low","TRUE","Wise and Unhappy"
100,"Male",40,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Somewhat Disagree",3,"No","Too Low","TRUE","Wise and Unhappy"
114,"Male",42,"Independent","Neither approve nor disapprove","Graduate degree","Likely","Real but not Caused by People",1,"Somewhat Agree","Somewhat Agree",4,"No","About Right","FALSE","Wise and Unhappy"
47,"Male",22,"Independent","Somewhat Approve","High school","Unlikely","Real and Caused by People",2,"Somewhat Disagree","Somewhat Disagree",10,"Yes","Too Low","FALSE","Wise and Unhappy"
91,"Male",58,"Independent","Strongly Approve","College degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
93,"Female",20,"Independent","Somewhat disapprove","Some college","Likely","Real and Caused by People",1,"Somewhat Agree","Somewhat Agree",5,"Yes","Too Low","FALSE","Unwise and happy"
79,"Male",42,"Democrat","Somewhat Approve","College degree","Likely","Real and Caused by People",4,"Somewhat Agree","Strongly Disagree",20,"No","Too Low","TRUE","Unwise and happy"
65,"Male",23,"Independent","Strongly disapprove","Some college","Likely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",0,"No","Too Low","TRUE","Wise and Unhappy"
62,"Female",62,"Republican","Strongly Approve","Graduate degree","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",50,"No","Too High","TRUE","Unwise and happy"
41,"Female",53,"Independent","Strongly Approve","Some college","Unlikely","Real but not Caused by People",3,"Somewhat Agree","Strongly Agree",25,"Yes","Too Low","FALSE","Wise and Unhappy"
18,"Female",83,"Republican","Somewhat disapprove","Some college","Unlikely","Not Real At All",0,"Somewhat Agree","Somewhat Agree",0,"No","About Right","TRUE","Wise and Unhappy"
152,"Male",35,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","About Right","TRUE","Unwise and happy"
73,"Female",53,"Independent","Strongly Approve","Some college","Likely","Real but not Caused by People",0,"Somewhat Agree","Strongly Disagree",5,"No","About Right","TRUE","Unwise and happy"
42,"Female",40,"Independent","Somewhat Approve","College degree","Likely","Not Real At All",3,"Somewhat Agree","Strongly Agree",0,"Yes","About Right","FALSE","Unwise and happy"
68,"Female",48,"Democrat","Somewhat disapprove","Some college","Unlikely","Not Real At All",2,"Somewhat Disagree","Strongly Agree",4,"No","About Right","FALSE","Wise and Unhappy"
162,"Other",48,"Independent","Strongly Approve","Graduate degree","Unlikely","Not Real At All",2,"Somewhat Agree","Somewhat Agree",3,"Yes","About Right","TRUE","Unwise and happy"
36,"Female",65,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",10,"Yes","About Right","TRUE","Wise and Unhappy"
10,"Female",43,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Agree",20,"No","About Right","TRUE","Wise and Unhappy"
48,"Female",23,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Disagree",20,"Yes","About Right","FALSE","Wise and Unhappy"
126,"Other",42,"Independent","Strongly Approve","Graduate degree","Likely","Not Real At All",2,"Somewhat Agree","Somewhat Agree",7,"Yes","Too Low","FALSE","Wise and Unhappy"
9,"Female",70,"Democrat","Strongly disapprove","Other","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",40,"No","Too High","TRUE","Unwise and happy"
122,"Male",65,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
163,"Female",47,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",3,"No","Too Low","TRUE","Unwise and happy"
38,"Male",45,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",7,"No","Too Low","FALSE","Unwise and happy"
78,"Female",38,"Independent","Strongly disapprove","High school","Unlikely","Not Real At All",1,"Strongly Disagree","Strongly Agree",0,"Yes","Too Low","TRUE","Wise and Unhappy"
500,"Male",46,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",2,"Yes","Too Low","FALSE","Wise and Unhappy"
77,"Female",51,"Republican","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",4,"Yes","Too High","TRUE","Wise and Unhappy"
103,"Male",51,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","FALSE","Wise and Unhappy"
64,"Male",28,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",5,"Somewhat Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Wise and Unhappy"
166,"Male",28,"Independent","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",3,"Strongly Disagree","Strongly Agree",5,"No","About Right","FALSE","Wise and Unhappy"
102,"Male",49,"Republican","Somewhat Approve","High school","Unlikely","Not Real At All",3,"Somewhat Disagree","Somewhat Disagree",1,"Yes","Too High","FALSE","Unwise and happy"
86,"Male",69,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","FALSE","Wise and Unhappy"
74,"Male",38,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",4,"Yes","Too Low","TRUE","Unwise and happy"
146,"Female",46,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",2,"Somewhat Disagree","Somewhat Disagree",5,"Yes","Too High","FALSE","Unwise and happy"
120,"Female",49,"Democrat","Strongly disapprove","High school","Likely","Real but not Caused by People",4,"Strongly Agree","Strongly Agree",10,"Yes","Too Low","FALSE","Wise and Unhappy"
74,"Female",45,"Republican","Somewhat Approve","Graduate degree","Unlikely","Real but not Caused by People",1,"Strongly Agree","Somewhat Agree",26,"No","Too High","TRUE","Wise and Unhappy"
148,"Female",27,"Independent","Neither approve nor disapprove","College degree","Unlikely","Real and Caused by People",4,"Somewhat Disagree","Somewhat Agree",30,"No","About Right","FALSE","Wise and Unhappy"
80,"Female",41,"Independent","Neither approve nor disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",20,"Yes","About Right","TRUE","Wise and Unhappy"
