Income,Gender,Age,Political Affiliation,Do you approve or disapprove of how Donald Trump is handling his job as president?,What is your highest level of education? ,What is your marital status?,What would you say is the likelihood that your current job will be entirely performed by robots or computers within the next decade?,"Do you believe that climate change is real and caused by people, real but not caused by people, or not real at all?",How many Transformers movies have you seen? ,Do you agree or disagree with the following statement: scientists are generally honest and are serving the public good. ,Do you agree or disagree with the following statement: vaccines are safe and protect children from disease.,"How many books, if any, have you read in the past year?",Do you believe in ghosts?,"Is federal funding of scientific research too high, too low, or about right?",True or false: the earth is always farther away from the sun in the winter than in the summer.,"If you had to choose: would you rather be wise and unhappy, or unwise and happy?"
89000,Male,52,Republican,DK/REF,Some college,Married,Unlikely,Real but not Caused by People,2,Somewhat Agree,Strongly Agree,50,No,About Right,FALSE,Unwise and happy
11000,Female,41,DK/REF,DK/REF,Some college,Divorced,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,200,No,DK/REF,TRUE,Unwise and happy
16000,Female,65,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,2,No,About Right,TRUE,Wise and Unhappy
125000,Male,53,Republican,Somewhat Approve,College degree,Married,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,0,No,Too Low,FALSE,Unwise and happy
92000,Male,43,Independent,DK/REF,High school,Widowed,DK/REF,Real and Caused by People,4,Somewhat Disagree,Strongly Disagree,0,No,DK/REF,TRUE,Unwise and happy
161000,Male,28,Independent,Somewhat disapprove,College degree,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,FALSE,Unwise and happy
74000,Other,22,Independent,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,6,No,Too Low,FALSE,Unwise and happy
148000,Female,58,Independent,Neither approve nor disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,40,No,Too Low,TRUE,Unwise and happy
85000,Female,58,Republican,Somewhat Approve,High school,Widowed,Likely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,Too Low,TRUE,Unwise and happy
44000,Male,54,Democrat,Strongly Approve,Some college,Divorced,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,0,No,Too Low,FALSE,Wise and Unhappy
165000,Male,65,Independent,Somewhat disapprove,Graduate degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,About Right,FALSE,Unwise and happy
175000,Other,92,DK/REF,DK/REF,Graduate degree,Married,Unlikely,Real and Caused by People,,Strongly Agree,Strongly Agree,100,Yes,Too Low,TRUE,DK/REF
14000,Male,65,Independent,Strongly Approve,Graduate degree,In a relationship,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,6,No,Too High,TRUE,Unwise and happy
179000,Male,51,DK/REF,Strongly Approve,College degree,Married,Unlikely,Not Real At All,1,DK/REF,DK/REF,5,No,DK/REF,FALSE,DK/REF
62000,Other,56,Democrat,Strongly Approve,High school,Married,Unlikely,Real and Caused by People,3,Strongly Disagree,Strongly Disagree,16,Yes,Too High,TRUE,Unwise and happy
179000,Female,49,Independent,Somewhat disapprove,College degree,Married,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,15,Yes,Too Low,FALSE,Unwise and happy
39000,Female,49,Republican,Somewhat Approve,High school,Divorced,Unlikely,Real but not Caused by People,1,Somewhat Agree,Strongly Agree,3,Yes,Too Low,TRUE,Unwise and happy
85000,Female,63,Independent,Strongly disapprove,High school,Single,Unlikely,DK/REF,0,Strongly Agree,Strongly Agree,0,Yes,DK/REF,DK/REF,Wise and Unhappy
45000,Female,58,Independent,Somewhat Approve,High school,Single,Likely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,3,No,About Right,TRUE,Wise and Unhappy
37000,Female,59,DK/REF,DK/REF,Graduate degree,Divorced,Unlikely,Real and Caused by People,1,DK/REF,Somewhat Agree,1,Yes,Too Low,DK/REF,Wise and Unhappy
148000,Female,60,Republican,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,20,No,About Right,FALSE,Unwise and happy
80000,Female,55,Republican,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,3,Somewhat Agree,Strongly Agree,20,Yes,About Right,TRUE,Unwise and happy
40000,Female,61,Democrat,Strongly disapprove,Some college,Single,Likely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,100,No,About Right,TRUE,Wise and Unhappy
181000,Male,53,Republican,Somewhat disapprove,High school,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,2,Yes,About Right,FALSE,Unwise and happy
65000,Female,55,Independent,Strongly Approve,College degree,Married,DK/REF,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,DK/REF,DK/REF,Unwise and happy
76000,Female,57,Democrat,Somewhat disapprove,Some college,Married,Unlikely,Real and Caused by People,1,Somewhat Disagree,Somewhat Agree,8,Yes,Too Low,TRUE,Unwise and happy
90000,DK/REF,56,Democrat,Strongly Approve,College degree,Married,Unlikely,Real and Caused by People,,Strongly Disagree,Strongly Agree,4,No,About Right,TRUE,Unwise and happy
74000,Male,49,Republican,Strongly Approve,Some college,Married,Unlikely,Not Real At All,2,Somewhat Disagree,Strongly Agree,12,No,About Right,TRUE,Wise and Unhappy
162000,Male,50,Republican,Strongly Approve,College degree,Married,Likely,Real but not Caused by People,1,Somewhat Agree,Strongly Disagree,20,No,Too High,FALSE,Unwise and happy
45000,Male,83,DK/REF,DK/REF,High school,Widowed,Unlikely,Not Real At All,0,DK/REF,Somewhat Agree,12,Yes,Too High,DK/REF,DK/REF
,Male,45,Independent,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,25,No,Too Low,TRUE,Unwise and happy
,Female,57,Democrat,Strongly disapprove,Some college,Single,Likely,Real and Caused by People,1,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise and Unhappy
,Male,80,Republican,Strongly Approve,Some college,Married,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,0,No,DK/REF,DK/REF,Unwise and happy
,Male,70,Independent,Strongly Approve,Graduate degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,30,Yes,DK/REF,DK/REF,DK/REF
,Female,50,DK/REF,DK/REF,High school,Married,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,1,No,DK/REF,FALSE,Unwise and happy
,Male,42,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Wise and Unhappy
,Male,54,Independent,Strongly disapprove,Some college,Divorced,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Disagree,12,Yes,DK/REF,TRUE,Unwise and happy
,Male,72,DK/REF,Strongly Approve,Graduate degree,Married,Unlikely,Not Real At All,,Somewhat Agree,Strongly Agree,5,No,DK/REF,TRUE,Unwise and happy
,Female,49,Republican,Strongly Approve,Graduate degree,Married,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,Unwise and happy
,Male,60,DK/REF,Strongly disapprove,Some college,Single,DK/REF,Real and Caused by People,3,Strongly Agree,Somewhat Agree,6,No,Too Low,DK/REF,Unwise and happy
,Male,54,Democrat,Somewhat disapprove,High school,Single,Unlikely,DK/REF,,Somewhat Agree,DK/REF,2,DK/REF,DK/REF,FALSE,Unwise and happy
,Male,54,Republican,Strongly Approve,Some college,Divorced,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,1,No,Too High,FALSE,DK/REF
,Female,49,DK/REF,Somewhat Approve,High school,Separated,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,DK/REF,FALSE,Wise and Unhappy
,Male,27,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,,Strongly Agree,Somewhat Agree,2,No,Too Low,TRUE,Unwise and happy
,Male,30,DK/REF,Strongly Approve,High school,Married,Likely,Real but not Caused by People,2,DK/REF,Strongly Agree,20,No,DK/REF,FALSE,Wise and Unhappy
,Male,25,Independent,DK/REF,Other,In a relationship,Unlikely,Real but not Caused by People,2,DK/REF,Strongly Agree,3,No,Too High,DK/REF,Wise and Unhappy
,Male,60,DK/REF,Strongly Approve,Some college,Married,Likely,Real but not Caused by People,3,Somewhat Agree,Somewhat Disagree,4,Yes,About Right,FALSE,Unwise and happy
157000,Female,46,Republican,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,3,Somewhat Disagree,Somewhat Disagree,6,Yes,About Right,TRUE,Wise and Unhappy
161000,Male,35,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real but not Caused by People,4,Somewhat Agree,Strongly Agree,30,Yes,Too High,TRUE,Wise and Unhappy
41000,Female,62,Republican,Strongly Approve,Graduate degree,Widowed,Likely,Not Real At All,0,Strongly Disagree,Somewhat Disagree,20,DK/REF,About Right,FALSE,Unwise and happy
103000,Male,60,Republican,Strongly Approve,College degree,Married,Unlikely,Not Real At All,0,Somewhat Agree,Somewhat Agree,4,No,DK/REF,TRUE,DK/REF
91000,Male,65,Republican,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,No,About Right,FALSE,Wise and Unhappy
188000,Male,47,DK/REF,DK/REF,College degree,Married,Unlikely,DK/REF,1,Somewhat Agree,Strongly Agree,8,No,Too Low,FALSE,Unwise and happy
21000,Female,43,Independent,Strongly disapprove,High school,In a relationship,Likely,Not Real At All,4,Somewhat Agree,Strongly Agree,4,No,About Right,TRUE,Unwise and happy
103000,Male,58,Independent,Somewhat Approve,Some college,Married,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,Too High,FALSE,Unwise and happy
27000,Male,59,Independent,Neither approve nor disapprove,Graduate degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,16,No,DK/REF,TRUE,Wise and Unhappy
326000,Female,58,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,40,Yes,Too Low,FALSE,Wise and Unhappy
74000,Female,66,Democrat,Strongly disapprove,Some college,Married,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,Yes,Too Low,FALSE,Unwise and happy
500000,Male,42,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise and Unhappy
86000,Male,60,Democrat,Strongly disapprove,DK/REF,Married,DK/REF,Real and Caused by People,0,DK/REF,DK/REF,10,No,Too High,DK/REF,Unwise and happy
77000,Other,55,Independent,Strongly Approve,Graduate degree,Married,Unlikely,Real but not Caused by People,5,Strongly Agree,Strongly Agree,25,Yes,DK/REF,TRUE,Unwise and happy
500000,Female,70,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,About Right,FALSE,Wise and Unhappy
47000,Male,47,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,5,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Unwise and happy
88000,Female,62,DK/REF,Neither approve nor disapprove,High school,Separated,Unlikely,Real and Caused by People,3,DK/REF,Somewhat Agree,,No,About Right,FALSE,DK/REF
56000,Female,53,Independent,Somewhat disapprove,Other,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,30,Yes,About Right,TRUE,Unwise and happy
68000,Male,72,Republican,Strongly disapprove,Graduate degree,Single,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Unwise and happy
153000,Female,60,Republican,Neither approve nor disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,5,Yes,DK/REF,FALSE,DK/REF
64000,Female,51,Republican,Strongly Approve,Some college,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,100,No,About Right,TRUE,Wise and Unhappy
138000,Male,51,Republican,Strongly Approve,High school,Married,Unlikely,Real but not Caused by People,1,Somewhat Disagree,Strongly Agree,6,No,About Right,TRUE,Wise and Unhappy
79000,Female,50,DK/REF,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Wise and Unhappy
64000,Male,60,Republican,Somewhat Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,3,No,About Right,FALSE,Wise and Unhappy
124000,Female,50,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,50,No,Too Low,FALSE,Wise and Unhappy
113000,Female,58,DK/REF,Strongly disapprove,Some college,In a relationship,Likely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,2,No,DK/REF,TRUE,Wise and Unhappy
155000,Male,55,Independent,Somewhat Approve,College degree,In a relationship,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,6,No,Too Low,FALSE,Wise and Unhappy
,Male,47,Independent,Somewhat disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,22,No,Too Low,FALSE,Wise and Unhappy
,Male,61,Independent,Strongly Approve,Some college,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,No,Too High,FALSE,Unwise and happy
,Male,51,Democrat,Strongly disapprove,Some college,Divorced,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Disagree,0,No,Too Low,TRUE,Unwise and happy
,Male,56,Independent,Strongly disapprove,College degree,Widowed,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Disagree,50,Yes,About Right,FALSE,Wise and Unhappy
,Female,69,Independent,Strongly Approve,High school,Widowed,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,40,No,About Right,TRUE,Unwise and happy
,Female,50,Independent,Strongly disapprove,College degree,Separated,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Wise and Unhappy
,Male,52,Republican,Strongly Approve,Graduate degree,Married,Likely,Not Real At All,,Strongly Agree,Somewhat Agree,4,DK/REF,Too High,TRUE,Unwise and happy
,Female,18,DK/REF,Somewhat disapprove,High school,In a relationship,DK/REF,Real and Caused by People,4,Strongly Disagree,Somewhat Disagree,2,No,Too High,FALSE,Unwise and happy
,Female,63,Independent,Strongly Approve,Some college,Married,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,2,No,Too Low,FALSE,Unwise and happy
,Female,55,Republican,Strongly Approve,Some college,Married,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,60,No,Too High,TRUE,Wise and Unhappy
13000,Male,45,Democrat,Strongly disapprove,College degree,Married,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,12,No,Too Low,TRUE,Unwise and happy
100000,Male,50,DK/REF,Strongly Approve,Graduate degree,In a relationship,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,Wise and Unhappy
,Female,56,Democrat,Strongly disapprove,Other,Married,Likely,Real and Caused by People,2,Somewhat Disagree,Somewhat Agree,1,Yes,Too High,TRUE,DK/REF
,Female,66,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Wise and Unhappy
,Male,55,Independent,Neither approve nor disapprove,High school,Married,Unlikely,Real and Caused by People,5,Neither Agree nor Disagree,Strongly Agree,3,No,DK/REF,FALSE,Unwise and happy
,Female,27,DK/REF,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,17,Yes,Too Low,FALSE,Wise and Unhappy
,Female,21,Independent,Somewhat Approve,Some college,Single,Likely,Real and Caused by People,3,Strongly Agree,Somewhat Agree,13,No,Too Low,FALSE,Wise and Unhappy
,Female,58,Democrat,Strongly disapprove,College degree,Divorced,Unlikely,DK/REF,0,Strongly Agree,Strongly Agree,200,Yes,Too Low,DK/REF,DK/REF
,Female,46,Independent,Strongly disapprove,College degree,Divorced,Likely,Real and Caused by People,1,Strongly Disagree,Strongly Disagree,5,Yes,About Right,FALSE,Unwise and happy
,Male,37,DK/REF,Strongly disapprove,High school,Single,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Disagree,7,Yes,About Right,DK/REF,Unwise and happy
,Male,21,Republican,Somewhat Approve,Some college,Single,Likely,DK/REF,0,Somewhat Disagree,Strongly Agree,0,No,About Right,TRUE,Unwise and happy
,Female,33,Independent,Somewhat Approve,College degree,Other,Unlikely,Real and Caused by People,5,Strongly Disagree,Strongly Disagree,50,Yes,About Right,TRUE,Wise and Unhappy
,Male,50,Republican,Strongly Approve,Graduate degree,Married,Unlikely,Not Real At All,0,Strongly Agree,Strongly Agree,12,No,About Right,FALSE,DK/REF
,Female,22,DK/REF,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,6,Yes,Too Low,FALSE,Wise and Unhappy
,Male,45,DK/REF,Strongly disapprove,Some college,Divorced,Unlikely,Real and Caused by People,3,Somewhat Agree,Somewhat Disagree,2,Yes,Too Low,TRUE,Wise and Unhappy
,Male,33,Republican,DK/REF,Graduate degree,Married,Unlikely,DK/REF,1,Strongly Agree,Strongly Agree,10,No,About Right,FALSE,Wise and Unhappy
,Female,29,Democrat,Strongly disapprove,College degree,Single,Likely,Real and Caused by People,2,Strongly Agree,Strongly Agree,100,Yes,Too Low,FALSE,Wise and Unhappy
,Male,30,Democrat,Somewhat Approve,College degree,In a relationship,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,5,No,Too High,TRUE,Wise and Unhappy
,Male,67,Democrat,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,Yes,Too Low,TRUE,Unwise and happy
,Male,57,Independent,Strongly disapprove,Some college,Divorced,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,3,No,DK/REF,TRUE,DK/REF
,Male,20,Democrat,Neither approve nor disapprove,High school,Married,Unlikely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,1,No,Too Low,TRUE,Wise and Unhappy
,Female,51,DK/REF,DK/REF,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,TRUE,Wise and Unhappy
,Female,48,DK/REF,Somewhat disapprove,Some college,Divorced,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,3,No,DK/REF,TRUE,Wise and Unhappy
,Male,63,Republican,Strongly Approve,College degree,Married,Unlikely,Real but not Caused by People,0,Strongly Disagree,Strongly Agree,80,No,About Right,FALSE,Unwise and happy
,Male,72,DK/REF,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Unwise and happy
,Female,61,Democrat,Strongly disapprove,High school,Single,Unlikely,Real and Caused by People,1,Somewhat Disagree,Somewhat Disagree,100,Yes,DK/REF,TRUE,Wise and Unhappy
,Male,59,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,5,No,Too Low,FALSE,Unwise and happy
,Male,57,Independent,Neither approve nor disapprove,College degree,Married,Likely,Not Real At All,0,DK/REF,Strongly Agree,3,No,About Right,TRUE,Unwise and happy
,Male,50,DK/REF,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,5,Somewhat Disagree,Strongly Disagree,2,No,Too High,TRUE,DK/REF
,Female,27,Democrat,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,25,No,Too Low,TRUE,Wise and Unhappy
,Male,80,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real but not Caused by People,,Strongly Agree,Strongly Disagree,20,No,Too Low,TRUE,DK/REF
,Male,83,Republican,Strongly Approve,College degree,Widowed,Unlikely,Not Real At All,0,Somewhat Agree,Strongly Agree,0,No,About Right,TRUE,Wise and Unhappy
,Male,90,Democrat,Strongly disapprove,College degree,Widowed,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,15,No,Too Low,DK/REF,DK/REF
,Male,24,Democrat,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,1,No,Too Low,FALSE,Wise and Unhappy
,Male,70,Independent,Somewhat Approve,High school,Single,Likely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,1,Yes,About Right,TRUE,Wise and Unhappy
,Male,22,DK/REF,DK/REF,College degree,Single,Unlikely,Real and Caused by People,4,DK/REF,Neither Agree nor Disagree,4,No,About Right,FALSE,DK/REF
,Male,49,Independent,Strongly disapprove,College degree,Divorced,Likely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,12,Yes,Too Low,TRUE,Unwise and happy
,Female,23,Democrat,Somewhat disapprove,Some college,In a relationship,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,Too Low,FALSE,Wise and Unhappy
,Male,24,Democrat,Strongly disapprove,Some college,Single,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,6,Yes,About Right,FALSE,Unwise and happy
,Female,50,DK/REF,Neither approve nor disapprove,Some college,Married,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,0,Yes,DK/REF,DK/REF,DK/REF
,Male,51,Independent,DK/REF,College degree,Single,Unlikely,DK/REF,0,Strongly Agree,Strongly Agree,2,Yes,Too Low,TRUE,Wise and Unhappy
,Female,68,Independent,DK/REF,Some college,Widowed,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Somewhat Agree,2,No,Too High,TRUE,DK/REF
,Male,21,Independent,Somewhat disapprove,Some college,Single,Unlikely,Real but not Caused by People,4,Somewhat Agree,Somewhat Agree,6,No,About Right,TRUE,Unwise and happy
,Female,34,Democrat,Strongly disapprove,Other,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,6,No,Too Low,TRUE,Wise and Unhappy
,Male,24,Independent,Strongly Approve,Some college,Single,Likely,Real and Caused by People,1,Somewhat Disagree,Somewhat Disagree,56,Yes,DK/REF,DK/REF,Wise and Unhappy
422000,Male,46,Independent,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,10,No,About Right,TRUE,Wise and Unhappy
,Male,75,Democrat,DK/REF,Some college,Married,Likely,Not Real At All,,DK/REF,DK/REF,2,No,Too Low,TRUE,DK/REF
,Male,18,Independent,Somewhat Approve,Some college,In a relationship,Unlikely,Real and Caused by People,1,Strongly Disagree,Strongly Agree,15,No,About Right,TRUE,Wise and Unhappy
,Female,55,Democrat,Strongly disapprove,Some college,Married,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Unwise and happy
,Male,45,Independent,Strongly disapprove,High school,Married,Likely,Not Real At All,0,Somewhat Agree,Strongly Agree,5,No,About Right,TRUE,Unwise and happy
,Male,27,Independent,Somewhat disapprove,High school,In a relationship,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Disagree,4,Yes,Too Low,FALSE,Wise and Unhappy
,Female,89,Republican,Strongly Approve,Some college,Married,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,5,No,Too High,FALSE,Unwise and happy
,Female,50,DK/REF,DK/REF,Graduate degree,Divorced,Unlikely,Real and Caused by People,0,Neither Agree nor Disagree,Neither Agree nor Disagree,10,DK/REF,DK/REF,TRUE,DK/REF
,Female,26,Independent,Strongly disapprove,Some college,Married,Unlikely,Not Real At All,3,Strongly Agree,Strongly Agree,2,No,About Right,TRUE,Wise and Unhappy
,Female,34,Independent,Strongly disapprove,High school,Married,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,0,Yes,DK/REF,FALSE,Unwise and happy
,Female,26,Independent,Strongly disapprove,College degree,Single,Likely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,5,Yes,Too Low,FALSE,Wise and Unhappy
,Male,36,DK/REF,DK/REF,Graduate degree,Married,Likely,DK/REF,3,DK/REF,DK/REF,,Yes,Too Low,FALSE,DK/REF
,Male,75,Independent,Strongly Approve,Graduate degree,Widowed,Unlikely,Real and Caused by People,0,Strongly Agree,Neither Agree nor Disagree,62,Yes,Too Low,FALSE,Unwise and happy
,Male,44,Independent,Strongly disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,No,Too High,FALSE,Unwise and happy
,Female,70,Independent,Strongly disapprove,Graduate degree,Single,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Disagree,3,Yes,About Right,FALSE,Unwise and happy
,Male,79,Independent,Strongly Approve,Some college,Widowed,Unlikely,Real and Caused by People,1,Strongly Disagree,Strongly Agree,25,No,Too Low,TRUE,Unwise and happy
,Male,40,DK/REF,Strongly disapprove,Graduate degree,Single,Likely,Real and Caused by People,4,Strongly Agree,Strongly Disagree,59,No,Too Low,FALSE,Wise and Unhappy
,Female,66,Republican,Strongly disapprove,Graduate degree,Married,Unlikely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,2,No,DK/REF,DK/REF,Wise and Unhappy
,Female,53,Independent,Strongly disapprove,High school,Married,Likely,Real but not Caused by People,2,Somewhat Agree,Somewhat Agree,2,Yes,Too High,TRUE,Unwise and happy
,Male,23,Independent,Strongly disapprove,College degree,In a relationship,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,2,No,Too Low,TRUE,Unwise and happy
,Male,80,Democrat,Strongly disapprove,College degree,Divorced,Likely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,1000,No,Too Low,FALSE,Wise and Unhappy
,Male,26,DK/REF,Neither approve nor disapprove,College degree,Single,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,FALSE,Wise and Unhappy
,Male,45,Independent,Neither approve nor disapprove,Some college,Divorced,Likely,Real and Caused by People,,Somewhat Agree,Strongly Agree,5,No,DK/REF,FALSE,Wise and Unhappy
140000,Female,62,Democrat,Somewhat Approve,Some college,Married,Likely,Real and Caused by People,2,Strongly Disagree,Strongly Agree,4,No,Too High,FALSE,Unwise and happy
105000,Male,75,Democrat,DK/REF,Some college,Married,Likely,Real and Caused by People,2,Somewhat Disagree,Strongly Agree,1,Yes,About Right,TRUE,Wise and Unhappy
,Male,32,Independent,Neither approve nor disapprove,High school,In a relationship,Unlikely,Real and Caused by People,4,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Unwise and happy
,Female,46,Independent,Strongly Approve,College degree,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,1,No,About Right,DK/REF,Unwise and happy
,Female,55,Democrat,Strongly disapprove,College degree,Single,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,300,Yes,Too Low,TRUE,Wise and Unhappy
,Female,51,Republican,Strongly Approve,Some college,In a relationship,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,3,No,DK/REF,TRUE,DK/REF
,Male,39,Democrat,Strongly disapprove,College degree,Married,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,4,No,Too Low,FALSE,Unwise and happy
127000,Female,50,DK/REF,Somewhat disapprove,Some college,Married,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,12,No,Too Low,FALSE,Unwise and happy
84000,Female,45,Independent,Somewhat Approve,Graduate degree,Married,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Strongly Agree,15,Yes,Too Low,TRUE,Unwise and happy
