CapShape,CapSurface,CapColor,Bruised,Odor,GillSpace,GillSize,GillColor,StalkShape,StalkAboveRing,StalkBelowRing,Status,ColorAboveRing,ColorBelowRing,RingNumber,RingType,SporeColor,Population,Habitat
x,f,n,f,n,w,b,n,t,s,s,e,w,w,o,e,n,a,g
x,s,g,f,n,w,b,h,t,s,s,e,w,w,o,e,n,a,g
x,y,n,t,n,c,b,w,t,s,s,e,g,g,o,p,n,v,d
x,f,n,t,n,c,b,u,t,s,s,e,p,p,o,p,n,y,d
f,s,g,f,n,w,b,k,t,f,f,e,w,w,o,e,n,s,g
f,s,n,f,n,w,b,n,t,f,f,e,w,w,o,e,k,a,g
x,s,g,f,n,w,b,p,t,f,s,e,w,w,o,e,n,s,g
f,f,g,t,n,c,b,n,t,s,s,e,p,w,o,p,k,y,d
x,s,w,f,n,w,b,h,t,f,f,e,w,w,o,e,n,a,g
f,f,n,f,n,w,b,k,t,s,f,e,w,w,o,e,n,a,g
f,s,w,f,n,w,b,h,t,f,s,e,w,w,o,e,k,s,g
x,f,g,f,n,w,b,k,t,s,s,e,w,w,o,e,n,s,g
f,f,n,f,n,w,b,k,t,s,s,e,w,w,o,e,n,a,g
f,f,n,f,n,w,b,p,t,f,f,e,w,w,o,e,k,a,g
x,f,n,t,n,c,b,w,t,s,s,e,w,p,o,p,n,v,d
f,s,g,f,n,w,b,h,t,s,f,e,w,w,o,e,k,a,g
f,s,w,f,n,w,b,n,t,f,f,e,w,w,o,e,n,s,g
x,y,e,t,n,c,b,p,t,s,s,e,g,w,o,p,k,v,d
x,y,g,t,n,c,b,u,t,s,s,e,g,g,o,p,k,v,d
x,y,e,t,n,c,b,n,t,s,s,e,g,p,o,p,k,v,d
x,f,g,f,n,w,b,h,t,s,s,e,w,w,o,e,k,s,g
f,f,g,f,n,w,b,p,t,f,s,e,w,w,o,e,n,a,g
f,y,y,t,l,c,b,p,e,s,y,e,w,w,o,p,n,y,g
f,y,w,t,p,c,n,w,e,s,s,p,w,w,o,p,k,v,u
f,s,n,f,n,w,b,h,t,f,f,e,w,w,o,e,k,a,g
f,f,n,f,n,w,b,k,t,s,f,e,w,w,o,e,k,s,g
f,f,n,t,n,c,b,p,t,s,s,e,g,w,o,p,k,v,d
x,f,e,t,n,c,b,u,t,s,s,e,g,w,o,p,k,y,d
f,f,g,f,n,w,b,p,t,s,s,e,w,w,o,e,n,a,g
x,f,n,f,n,w,b,n,t,f,s,e,w,w,o,e,k,s,g
x,f,g,f,n,w,b,h,t,f,f,e,w,w,o,e,n,s,g
x,y,e,t,n,c,b,w,t,s,s,e,g,w,o,p,n,v,d
f,f,n,t,n,c,b,w,t,s,s,e,g,w,o,p,k,v,d
x,f,n,f,n,w,b,p,t,s,f,e,w,w,o,e,k,s,g
x,f,n,f,n,w,b,p,t,s,f,e,w,w,o,e,k,a,g
f,s,w,f,n,w,b,h,t,s,f,e,w,w,o,e,k,s,g
f,s,g,f,n,w,b,p,t,s,s,e,w,w,o,e,k,s,g
f,y,w,t,p,c,n,w,e,s,s,p,w,w,o,p,k,s,u
b,s,w,t,a,c,b,k,e,s,s,e,w,w,o,p,n,s,g
x,f,n,t,n,c,b,w,t,s,s,e,g,w,o,p,n,v,d
f,f,g,f,n,w,b,k,t,f,f,e,w,w,o,e,k,a,g
x,f,n,f,n,w,b,k,t,f,s,e,w,w,o,e,n,s,g
x,s,n,f,n,w,b,k,t,s,f,e,w,w,o,e,n,s,g
x,f,w,f,n,w,b,h,t,s,s,e,w,w,o,e,n,a,g
x,s,w,f,n,w,b,h,t,f,s,e,w,w,o,e,k,a,g
x,s,g,f,n,w,b,k,t,f,s,e,w,w,o,e,k,s,g
x,y,e,t,n,c,b,p,t,s,s,e,w,p,o,p,k,v,d
f,f,n,t,n,c,b,n,t,s,s,e,g,p,o,p,k,v,d
x,f,n,t,n,c,b,n,t,s,s,e,w,w,o,p,k,v,d
f,f,w,f,n,w,b,k,t,s,s,e,w,w,o,e,k,s,g
f,s,n,f,n,w,b,n,t,f,s,e,w,w,o,e,n,s,g
f,s,w,t,p,c,n,k,e,s,s,p,w,w,o,p,n,v,u
f,f,n,f,n,w,b,p,t,f,f,e,w,w,o,e,n,s,g
x,y,g,t,n,c,b,w,t,s,s,e,g,g,o,p,n,y,d
x,y,g,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
x,f,g,f,n,w,b,p,t,s,s,e,w,w,o,e,n,a,g
x,f,g,t,n,c,b,w,t,s,s,e,p,p,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,p,p,o,p,n,v,d
x,f,g,t,n,c,b,p,t,s,s,e,g,p,o,p,k,y,d
x,f,g,t,n,c,b,u,t,s,s,e,p,w,o,p,n,v,d
x,f,n,t,n,c,b,p,t,s,s,e,p,g,o,p,k,v,d
x,s,w,t,p,c,n,p,e,s,s,p,w,w,o,p,k,v,g
x,f,n,f,n,w,b,k,t,s,s,e,w,w,o,e,k,s,g
x,y,n,t,n,c,b,w,t,s,s,e,p,p,o,p,n,v,d
x,f,g,t,n,c,b,p,t,s,s,e,w,g,o,p,n,y,d
f,y,n,t,p,c,n,w,e,s,s,p,w,w,o,p,n,s,g
x,f,g,t,n,c,b,u,t,s,s,e,w,g,o,p,k,y,d
x,f,g,f,n,w,b,h,t,s,f,e,w,w,o,e,k,s,g
x,f,e,t,n,c,b,u,t,s,s,e,g,g,o,p,k,v,d
f,f,n,f,n,w,b,k,t,f,s,e,w,w,o,e,n,s,g
f,s,w,f,n,w,b,h,t,f,f,e,w,w,o,e,n,a,g
f,s,n,f,n,w,b,p,t,s,s,e,w,w,o,e,k,s,g
x,y,e,t,n,c,b,w,t,s,s,e,w,g,o,p,n,v,d
f,s,n,f,n,w,b,k,t,f,f,e,w,w,o,e,k,s,g
f,f,n,t,n,c,b,n,t,s,s,e,p,p,o,p,n,v,d
f,s,w,f,n,w,b,h,t,s,s,e,w,w,o,e,k,s,g
x,f,n,f,n,w,b,k,t,f,f,e,w,w,o,e,k,a,g
f,f,n,f,n,w,b,h,t,s,f,e,w,w,o,e,n,s,g
x,s,n,t,p,c,n,w,e,s,s,p,w,w,o,p,k,v,u
x,f,n,t,n,c,b,p,t,s,s,e,w,w,o,p,k,y,d
f,s,n,f,n,w,b,k,t,f,s,e,w,w,o,e,n,s,g
f,y,w,t,p,c,n,n,e,s,s,p,w,w,o,p,n,s,g
x,f,n,t,n,c,b,n,t,s,s,e,p,g,o,p,n,v,d
x,f,g,t,n,c,b,u,t,s,s,e,w,p,o,p,n,y,d
f,f,n,f,n,w,b,p,t,f,f,e,w,w,o,e,n,a,g
x,f,e,t,n,c,b,p,t,s,s,e,g,g,o,p,k,v,d
f,f,w,f,n,w,b,p,t,s,s,e,w,w,o,e,n,s,g
x,f,w,f,n,w,b,h,t,f,f,e,w,w,o,e,k,s,g
x,y,w,t,l,c,b,k,e,s,s,e,w,w,o,p,k,n,m
x,s,w,f,n,w,b,p,t,f,s,e,w,w,o,e,n,s,g
x,y,g,t,n,c,b,u,t,s,s,e,p,g,o,p,n,v,d
x,f,g,t,n,c,b,n,t,s,s,e,g,w,o,p,k,y,d
x,s,g,f,n,w,b,n,t,f,s,e,w,w,o,e,n,a,g
f,y,w,t,p,c,n,n,e,s,s,p,w,w,o,p,n,s,u
x,f,e,t,n,c,b,w,t,s,s,e,w,p,o,p,n,v,d
f,s,n,t,p,c,n,n,e,s,s,p,w,w,o,p,k,s,u
f,y,n,t,p,c,n,w,e,s,s,p,w,w,o,p,n,v,g
x,f,g,t,n,c,b,p,t,s,s,e,p,p,o,p,n,v,d
f,s,n,f,n,w,b,h,t,s,f,e,w,w,o,e,n,a,g
x,f,g,t,n,c,b,p,t,s,s,e,g,w,o,p,n,y,d
x,f,n,f,n,w,b,h,t,s,f,e,w,w,o,e,k,a,g
x,f,n,t,n,c,b,w,t,s,s,e,p,g,o,p,n,y,d
f,s,n,f,n,w,b,p,t,f,s,e,w,w,o,e,n,s,g
f,f,n,f,n,w,b,p,t,s,f,e,w,w,o,e,k,a,g
x,s,n,f,n,w,b,k,t,f,f,e,w,w,o,e,k,a,g
x,s,n,f,n,w,b,k,t,s,f,e,w,w,o,e,k,s,g
x,f,n,t,n,c,b,w,t,s,s,e,g,g,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,g,w,o,p,n,v,d
f,s,n,f,n,w,b,k,t,f,f,e,w,w,o,e,k,a,g
x,f,n,t,n,c,b,w,t,s,s,e,g,g,o,p,k,y,d
f,y,w,t,p,c,n,w,e,s,s,p,w,w,o,p,n,v,u
x,y,y,t,l,c,b,n,e,s,y,e,w,w,o,p,n,s,g
f,s,n,t,p,c,n,p,e,s,s,p,w,w,o,p,k,s,g
f,f,w,f,n,w,b,h,t,f,s,e,w,w,o,e,n,s,g
f,f,n,f,n,w,b,n,t,f,f,e,w,w,o,e,k,a,g
f,s,n,t,p,c,n,w,e,s,s,p,w,w,o,p,n,v,g
x,s,n,f,n,w,b,k,t,f,f,e,w,w,o,e,n,a,g
x,f,n,f,n,w,b,n,t,s,f,e,w,w,o,e,k,s,g
x,f,e,t,n,c,b,u,t,s,s,e,g,w,o,p,k,v,d
f,f,n,f,n,w,b,k,t,s,s,e,w,w,o,e,k,a,g
x,f,w,f,n,w,b,k,t,s,s,e,w,w,o,e,n,s,g
f,s,g,f,n,w,b,p,t,f,s,e,w,w,o,e,n,a,g
f,f,w,f,n,w,b,h,t,f,s,e,w,w,o,e,k,s,g
f,s,y,t,a,w,n,n,t,s,s,e,w,w,o,p,n,v,d
f,f,w,t,a,w,n,n,t,s,s,e,w,w,o,p,n,v,d
f,f,n,f,n,w,b,p,t,s,f,e,w,w,o,e,n,a,g
x,f,n,t,n,c,b,u,t,s,s,e,w,w,o,p,n,y,d
x,y,g,t,n,c,b,n,t,s,s,e,g,p,o,p,k,y,d
x,f,n,t,n,c,b,u,t,s,s,e,w,g,o,p,n,y,d
x,f,n,f,n,w,b,k,t,s,f,e,w,w,o,e,k,s,g
x,f,g,t,n,c,b,u,t,s,s,e,w,w,o,p,n,y,d
x,f,n,t,n,c,b,n,t,s,s,e,p,p,o,p,k,v,d
x,f,g,f,n,w,b,p,t,f,s,e,w,w,o,e,k,a,g
x,f,n,t,n,c,b,n,t,s,s,e,w,p,o,p,n,v,d
x,s,n,f,n,w,b,h,t,f,f,e,w,w,o,e,k,a,g
b,y,w,t,l,c,b,k,e,s,s,e,w,w,o,p,k,s,m
x,y,e,t,n,c,b,u,t,s,s,e,w,p,o,p,k,v,d
f,s,n,f,n,w,b,h,t,s,f,e,w,w,o,e,n,s,g
x,f,e,t,n,c,b,w,t,s,s,e,p,p,o,p,k,y,d
f,y,n,t,n,c,b,p,t,s,s,e,g,g,o,p,k,y,d
x,y,g,t,n,c,b,u,t,s,s,e,p,g,o,p,k,v,d
x,s,g,f,n,w,b,p,t,s,s,e,w,w,o,e,n,a,g
x,s,n,f,n,w,b,k,t,f,s,e,w,w,o,e,k,s,g
x,f,g,f,n,w,b,p,t,f,f,e,w,w,o,e,n,a,g
x,s,g,f,n,w,b,n,t,s,s,e,w,w,o,e,k,a,g
x,y,e,t,n,c,b,w,t,s,s,e,w,p,o,p,k,y,d
f,f,g,t,n,c,b,w,t,s,s,e,p,w,o,p,n,y,d
f,f,n,t,n,c,b,n,t,s,s,e,p,w,o,p,k,y,d
x,f,n,f,n,w,b,k,t,f,f,e,w,w,o,e,n,s,g
f,s,n,f,n,w,b,n,t,s,f,e,w,w,o,e,n,s,g
x,f,w,f,n,w,b,n,t,s,s,e,w,w,o,e,k,s,g
x,y,y,t,a,c,b,p,e,s,y,e,w,w,o,p,n,s,p
x,f,e,t,n,c,b,u,t,s,s,e,w,p,o,p,n,v,d
x,f,n,f,n,w,b,h,t,f,s,e,w,w,o,e,k,s,g
x,y,n,t,n,c,b,p,t,s,s,e,w,g,o,p,k,v,d
f,f,g,t,n,c,b,n,t,s,s,e,w,p,o,p,n,y,d
x,f,w,f,n,w,b,k,t,f,s,e,w,w,o,e,n,a,g
x,y,w,t,a,c,b,k,e,s,s,e,w,w,o,p,k,s,m
x,s,n,f,n,w,b,p,t,s,s,e,w,w,o,e,n,s,g
f,s,w,f,n,w,b,p,t,s,s,e,w,w,o,e,n,a,g
f,f,n,t,n,c,b,u,t,s,s,e,g,w,o,p,n,v,d
f,f,w,f,n,w,b,k,t,f,f,e,w,w,o,e,k,s,g
x,f,g,t,n,c,b,u,t,s,s,e,g,p,o,p,n,v,d
x,f,n,t,n,c,b,p,t,s,s,e,w,g,o,p,n,y,d
x,f,w,f,n,w,b,p,t,s,f,e,w,w,o,e,n,a,g
x,s,w,t,a,c,b,n,e,s,s,e,w,w,o,p,k,n,m
f,s,g,f,n,w,b,n,t,f,s,e,w,w,o,e,n,s,g
f,y,n,t,p,c,n,n,e,s,s,p,w,w,o,p,n,v,g
f,f,g,f,n,w,b,p,t,f,s,e,w,w,o,e,n,s,g
x,f,n,t,n,c,b,n,t,s,s,e,p,w,o,p,n,v,d
x,f,w,f,n,w,b,n,t,s,f,e,w,w,o,e,n,s,g
x,y,n,t,n,c,b,u,t,s,s,e,p,w,o,p,k,v,d
x,y,e,t,n,c,b,p,t,s,s,e,p,p,o,p,n,v,d
f,s,n,t,p,c,n,n,e,s,s,p,w,w,o,p,k,v,u
f,s,g,f,n,w,b,p,t,s,s,e,w,w,o,e,n,a,g
x,f,g,t,n,c,b,n,t,s,s,e,w,g,o,p,k,y,d
f,f,g,t,n,c,b,n,t,s,s,e,g,p,o,p,k,y,d
x,f,g,t,n,c,b,n,t,s,s,e,w,g,o,p,k,v,d
x,f,g,t,n,c,b,w,t,s,s,e,p,p,o,p,n,y,d
x,f,n,t,n,c,b,u,t,s,s,e,p,g,o,p,k,y,d
x,s,w,t,p,c,n,p,e,s,s,p,w,w,o,p,n,v,u
x,s,y,t,l,c,b,k,e,s,s,e,w,w,o,p,k,n,m
x,f,n,t,n,c,b,n,t,s,s,e,p,p,o,p,n,v,d
f,y,n,t,n,c,b,w,t,s,s,e,w,w,o,p,n,y,d
x,s,g,f,n,w,b,n,t,f,f,e,w,w,o,e,n,s,g
x,y,e,t,n,c,b,u,t,s,s,e,w,p,o,p,n,y,d
x,f,g,f,n,w,b,k,t,f,s,e,w,w,o,e,n,s,g
f,s,w,f,n,w,b,p,t,f,s,e,w,w,o,e,n,s,g
x,f,n,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
f,f,n,t,n,c,b,u,t,s,s,e,w,p,o,p,n,v,d
f,f,g,f,n,w,b,n,t,s,f,e,w,w,o,e,k,s,g
f,f,g,f,n,w,b,n,t,s,s,e,w,w,o,e,k,s,g
f,f,n,f,n,w,b,h,t,f,f,e,w,w,o,e,n,s,g
x,f,g,t,n,c,b,p,t,s,s,e,g,w,o,p,k,y,d
x,f,e,t,n,c,b,n,t,s,s,e,p,g,o,p,n,y,d
f,y,n,t,p,c,n,p,e,s,s,p,w,w,o,p,k,s,u
x,y,g,t,n,c,b,p,t,s,s,e,g,g,o,p,k,v,d
x,s,w,f,n,w,b,k,t,s,f,e,w,w,o,e,n,a,g
b,s,w,t,a,c,b,g,e,s,s,e,w,w,o,p,n,s,m
x,s,w,f,n,w,b,h,t,f,f,e,w,w,o,e,n,s,g
f,f,n,f,n,w,b,k,t,f,f,e,w,w,o,e,k,s,g
x,y,g,t,n,c,b,p,t,s,s,e,g,w,o,p,k,y,d
f,f,g,t,n,c,b,n,t,s,s,e,w,w,o,p,n,v,d
x,f,g,f,n,w,b,p,t,f,s,e,w,w,o,e,k,s,g
x,s,w,t,p,c,n,n,e,s,s,p,w,w,o,p,k,s,g
x,s,n,f,n,w,b,k,t,s,s,e,w,w,o,e,n,a,g
x,y,g,t,n,c,b,p,t,s,s,e,w,g,o,p,k,y,d
f,f,g,t,n,c,b,p,t,s,s,e,w,w,o,p,n,v,d
x,y,n,t,n,c,b,w,t,s,s,e,p,w,o,p,n,v,d
x,f,e,t,n,c,b,p,t,s,s,e,p,g,o,p,n,y,d
f,f,n,t,n,c,b,w,t,s,s,e,g,p,o,p,n,y,d
x,f,e,t,n,c,b,u,t,s,s,e,g,g,o,p,k,y,d
f,f,n,t,n,c,b,p,t,s,s,e,w,w,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,p,p,o,p,k,y,d
x,f,g,t,n,c,b,w,t,s,s,e,p,w,o,p,k,v,d
f,f,g,t,n,c,b,p,t,s,s,e,w,w,o,p,k,v,d
x,f,e,t,n,c,b,w,t,s,s,e,g,w,o,p,k,v,d
x,y,e,t,n,c,b,u,t,s,s,e,g,p,o,p,n,v,d
x,s,w,t,p,c,n,w,e,s,s,p,w,w,o,p,n,v,g
x,f,e,t,n,c,b,n,t,s,s,e,p,g,o,p,n,v,d
x,y,g,t,n,c,b,p,t,s,s,e,w,w,o,p,k,v,d
x,f,n,t,n,c,b,p,t,s,s,e,g,g,o,p,n,y,d
x,y,e,t,n,c,b,w,t,s,s,e,w,g,o,p,k,y,d
x,y,g,t,n,c,b,n,t,s,s,e,g,p,o,p,k,v,d
x,f,g,t,n,c,b,n,t,s,s,e,p,p,o,p,k,v,d
x,y,g,t,n,c,b,u,t,s,s,e,g,w,o,p,k,v,d
x,f,e,t,n,c,b,p,t,s,s,e,w,w,o,p,n,y,d
f,y,e,t,n,c,b,n,t,s,s,e,w,w,o,p,n,y,d
f,f,n,t,n,c,b,p,t,s,s,e,g,p,o,p,k,v,d
x,f,n,t,n,c,b,u,t,s,s,e,w,p,o,p,k,v,d
f,y,g,t,n,c,b,w,t,s,s,e,p,p,o,p,k,v,d
x,y,e,t,n,c,b,u,t,s,s,e,p,g,o,p,n,v,d
x,f,g,t,n,c,b,p,t,s,s,e,g,g,o,p,n,y,d
x,y,g,t,n,c,b,n,t,s,s,e,w,p,o,p,k,v,d
x,f,g,f,f,c,b,p,e,k,k,p,b,b,o,l,h,y,g
f,s,w,t,p,c,n,p,e,s,s,p,w,w,o,p,k,s,g
x,f,e,t,n,c,b,n,t,s,s,e,p,w,o,p,k,v,d
x,f,w,f,n,w,b,h,t,s,s,e,w,w,o,e,n,s,g
x,y,n,t,n,c,b,u,t,s,s,e,g,w,o,p,n,v,d
f,f,n,t,n,c,b,n,t,s,s,e,g,w,o,p,n,y,d
x,f,n,t,n,c,b,w,t,s,s,e,p,g,o,p,n,v,d
x,y,g,t,n,c,b,u,t,s,s,e,p,w,o,p,n,y,d
x,y,g,t,n,c,b,w,t,s,s,e,g,w,o,p,n,v,d
x,f,e,t,n,c,b,u,t,s,s,e,w,p,o,p,k,v,d
x,y,n,t,n,c,b,n,t,s,s,e,w,g,o,p,n,y,d
x,f,g,t,n,c,b,w,t,s,s,e,p,g,o,p,k,y,d
x,f,e,t,n,c,b,w,t,s,s,e,p,w,o,p,k,v,d
x,y,e,t,n,c,b,u,t,s,s,e,w,g,o,p,k,v,d
x,y,n,t,n,c,b,p,t,s,s,e,p,w,o,p,n,y,d
x,y,e,t,n,c,b,n,t,s,s,e,w,w,o,p,k,y,d
f,y,n,t,n,c,b,p,t,s,s,e,w,g,o,p,n,v,d
f,y,n,t,n,c,b,n,t,s,s,e,p,w,o,p,k,v,d
x,y,n,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
f,s,n,t,p,c,n,n,e,s,s,p,w,w,o,p,n,v,u
f,f,e,t,n,c,b,u,t,s,s,e,w,w,o,p,n,y,d
x,s,w,t,p,c,n,w,e,s,s,p,w,w,o,p,k,s,g
x,f,e,t,n,c,b,u,t,s,s,e,g,p,o,p,k,y,d
f,f,n,t,n,c,b,p,t,s,s,e,g,g,o,p,k,y,d
x,y,n,t,n,c,b,u,t,s,s,e,p,g,o,p,n,v,d
f,f,e,t,n,c,b,p,t,s,s,e,w,g,o,p,n,v,d
x,f,e,t,n,c,b,n,t,s,s,e,w,g,o,p,n,y,d
x,f,g,t,n,c,b,p,t,s,s,e,g,p,o,p,n,v,d
x,y,n,t,n,c,b,n,t,s,s,e,p,g,o,p,n,y,d
f,f,n,t,n,c,b,u,t,s,s,e,w,g,o,p,n,v,d
f,f,n,t,n,c,b,w,t,s,s,e,p,p,o,p,n,y,d
x,f,e,t,n,c,b,u,t,s,s,e,w,g,o,p,k,v,d
x,f,n,t,n,c,b,u,t,s,s,e,w,g,o,p,k,y,d
x,f,e,t,n,c,b,p,t,s,s,e,g,w,o,p,n,y,d
f,f,g,t,n,c,b,p,t,s,s,e,g,p,o,p,k,v,d
x,y,n,t,n,c,b,u,t,s,s,e,w,p,o,p,k,y,d
f,f,n,t,n,c,b,u,t,s,s,e,w,p,o,p,n,y,d
x,f,e,t,n,c,b,n,t,s,s,e,w,p,o,p,n,y,d
x,y,e,t,n,c,b,w,t,s,s,e,p,w,o,p,n,y,d
x,f,g,t,n,c,b,p,t,s,s,e,p,g,o,p,k,y,d
x,y,g,t,n,c,b,n,t,s,s,e,g,g,o,p,k,y,d
x,y,e,t,n,c,b,p,t,s,s,e,p,g,o,p,n,v,d
x,y,g,t,n,c,b,p,t,s,s,e,g,p,o,p,k,v,d
x,f,g,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
f,f,g,t,n,c,b,n,t,s,s,e,g,g,o,p,n,v,d
x,y,g,t,n,c,b,n,t,s,s,e,g,w,o,p,k,v,d
x,y,e,t,n,c,b,n,t,s,s,e,w,g,o,p,n,y,d
f,f,n,t,n,c,b,p,t,s,s,e,w,p,o,p,k,v,d
f,f,n,t,n,c,b,w,t,s,s,e,g,w,o,p,k,y,d
x,y,e,t,n,c,b,p,t,s,s,e,w,w,o,p,n,v,d
x,f,g,f,f,c,b,p,e,k,k,p,n,p,o,l,h,y,d
x,y,g,t,n,c,b,u,t,s,s,e,p,w,o,p,k,y,d
x,f,e,t,n,c,b,w,t,s,s,e,p,g,o,p,n,y,d
x,y,n,t,n,c,b,u,t,s,s,e,g,p,o,p,n,v,d
f,f,n,t,n,c,b,p,t,s,s,e,g,w,o,p,n,y,d
x,y,e,t,n,c,b,w,t,s,s,e,g,p,o,p,k,v,d
f,f,n,t,n,c,b,p,t,s,s,e,g,g,o,p,k,v,d
f,y,n,t,n,c,b,p,t,s,s,e,w,g,o,p,k,y,d
f,f,g,t,n,c,b,p,t,s,s,e,w,p,o,p,k,y,d
x,f,e,t,n,c,b,n,t,s,s,e,p,w,o,p,k,y,d
x,f,g,t,n,c,b,w,t,s,s,e,g,p,o,p,k,v,d
x,f,g,t,n,c,b,u,t,s,s,e,g,w,o,p,n,v,d
x,f,n,t,n,c,b,u,t,s,s,e,p,w,o,p,k,v,d
x,f,g,t,n,c,b,w,t,s,s,e,w,g,o,p,k,y,d
x,s,g,f,n,w,b,k,t,s,s,e,w,w,o,e,n,s,g
x,y,e,t,n,c,b,u,t,s,s,e,p,g,o,p,k,y,d
f,f,g,t,n,c,b,p,t,s,s,e,p,g,o,p,k,y,d
x,y,e,t,n,c,b,n,t,s,s,e,g,w,o,p,n,v,d
f,f,g,t,n,c,b,n,t,s,s,e,g,p,o,p,k,v,d
x,f,g,t,n,c,b,u,t,s,s,e,w,p,o,p,k,y,d
x,f,g,t,n,c,b,n,t,s,s,e,p,p,o,p,n,v,d
f,f,g,t,n,c,b,p,t,s,s,e,w,p,o,p,n,y,d
x,s,w,f,n,w,b,p,t,s,f,e,w,w,o,e,n,a,g
x,f,n,t,n,c,b,w,t,s,s,e,g,w,o,p,n,y,d
f,f,n,t,n,c,b,w,t,s,s,e,p,p,o,p,k,v,d
f,f,g,t,n,c,b,p,t,s,s,e,g,g,o,p,k,y,d
x,y,g,t,n,c,b,w,t,s,s,e,w,w,o,p,k,y,d
x,f,e,t,n,c,b,u,t,s,s,e,w,w,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,g,p,o,p,k,v,d
x,f,n,t,n,c,b,w,t,s,s,e,g,p,o,p,k,y,d
f,y,g,t,n,c,b,w,t,s,s,e,w,w,o,p,k,y,d
x,y,g,t,n,c,b,w,t,s,s,e,p,p,o,p,n,v,d
x,y,n,t,n,c,b,p,t,s,s,e,g,p,o,p,n,y,d
f,f,g,t,n,c,b,n,t,s,s,e,p,w,o,p,k,v,d
x,y,e,t,n,c,b,p,t,s,s,e,w,p,o,p,k,y,d
f,f,n,t,n,c,b,p,t,s,s,e,p,w,o,p,n,v,d
x,y,n,t,n,c,b,w,t,s,s,e,w,g,o,p,n,v,d
x,f,g,t,n,c,b,w,t,s,s,e,g,w,o,p,n,y,d
f,f,n,t,n,c,b,p,t,s,s,e,g,w,o,p,n,v,d
x,y,n,t,n,c,b,n,t,s,s,e,p,w,o,p,k,v,d
x,y,n,t,n,c,b,w,t,s,s,e,p,w,o,p,k,v,d
x,f,e,t,n,c,b,w,t,s,s,e,p,w,o,p,n,v,d
f,f,g,t,n,c,b,p,t,s,s,e,w,p,o,p,k,v,d
x,y,e,t,n,c,b,n,t,s,s,e,w,w,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,g,g,o,p,n,v,d
f,f,n,t,n,c,b,w,t,s,s,e,p,g,o,p,n,y,d
x,f,e,t,n,c,b,p,t,s,s,e,w,p,o,p,k,v,d
x,f,e,t,n,c,b,n,t,s,s,e,p,p,o,p,n,y,d
x,f,w,f,n,w,b,k,t,f,f,e,w,w,o,e,n,s,g
x,y,g,t,n,c,b,p,t,s,s,e,g,g,o,p,k,y,d
x,f,e,t,n,c,b,p,t,s,s,e,g,w,o,p,k,v,d
x,y,g,t,n,c,b,p,t,s,s,e,p,w,o,p,n,v,d
x,f,e,t,n,c,b,w,t,s,s,e,w,p,o,p,k,v,d
x,f,g,t,n,c,b,p,t,s,s,e,w,w,o,p,n,y,d
f,y,e,t,n,c,b,p,t,s,s,e,w,g,o,p,n,v,d
f,y,g,t,n,c,b,p,t,s,s,e,p,g,o,p,k,v,d
x,y,e,t,n,c,b,p,t,s,s,e,p,w,o,p,k,y,d
x,y,g,t,n,c,b,p,t,s,s,e,w,g,o,p,n,y,d
f,f,g,f,n,w,b,h,t,s,f,e,w,w,o,e,k,s,g
x,f,g,f,f,c,b,g,e,k,k,p,b,p,o,l,h,y,p
x,f,e,t,n,c,b,p,t,s,s,e,g,w,o,p,k,y,d
x,y,e,t,n,c,b,w,t,s,s,e,w,g,o,p,n,y,d
f,s,w,t,p,c,n,w,e,s,s,p,w,w,o,p,k,v,g
f,y,n,t,n,c,b,u,t,s,s,e,w,w,o,p,k,y,d
x,f,e,t,n,c,b,n,t,s,s,e,p,w,o,p,n,y,d
x,y,e,t,n,c,b,n,t,s,s,e,p,g,o,p,k,v,d
x,f,g,t,n,c,b,n,t,s,s,e,g,w,o,p,k,v,d
x,y,g,t,n,c,b,p,t,s,s,e,g,p,o,p,n,v,d
x,f,g,f,n,w,b,n,t,f,f,e,w,w,o,e,n,a,g
x,f,n,t,n,c,b,u,t,s,s,e,g,w,o,p,n,y,d
f,f,e,t,n,c,b,n,t,s,s,e,g,w,o,p,k,y,d
x,y,g,t,n,c,b,u,t,s,s,e,g,g,o,p,n,y,d
f,f,n,t,n,c,b,w,t,s,s,e,g,p,o,p,k,y,d
f,f,g,f,n,w,b,h,t,f,f,e,w,w,o,e,n,s,g
f,f,g,t,n,c,b,p,t,s,s,e,p,w,o,p,n,v,d
x,y,n,t,n,c,b,w,t,s,s,e,w,w,o,p,k,v,d
f,f,g,t,n,c,b,p,t,s,s,e,p,p,o,p,k,y,d
f,y,n,t,n,c,b,u,t,s,s,e,w,w,o,p,n,y,d
x,f,g,t,n,c,b,w,t,s,s,e,p,g,o,p,n,v,d
x,y,e,t,n,c,b,u,t,s,s,e,p,w,o,p,n,v,d
x,y,n,t,n,c,b,n,t,s,s,e,p,p,o,p,n,v,d
